السنة,الربع ,المنطقة ,النشاط الاقتصادي ,عدد المنشآت متناهية الصغر ,عدد المنشآت الصغيرة ,عدد المنشآت المتوسطة ,عدد المنشآت الكبيرة ,عدد المنشآت 
2022,1,مكتب منطقة جازان,صُنع منتجات التبغ,0,1,0,0,1
2022,1,مكتب منطقة جازان,صنع منتجات المطاط واللدائن,9,9,1,0,19
2022,1,مكتب منطقة جازان,صنع منتجات المعادن اللافلزية الأخرى,106,42,11,2,161
2022,1,مكتب منطقة جازان,صنع منتجات المعادن المشكلة ( باستثناء الآلات والمعدات ),438,18,1,0,457
2022,1,مكتب منطقة جازان,صيد الأسماك وتربية المائيات,128,66,4,0,198
2022,1,مكتب منطقة جازان,وكالات السفر ومشغّلو الجولات السياحية وخدمات الحجز والأنشطة المتصلة بها,20,2,0,0,22
2022,1,مكتب منطقة حائل,أبحاث الإعلان والسوق,20,6,0,0,26
2022,1,مكتب منطقة حائل,إصلاح أجهزة الحاسوب والسلع الشخصية والمنزلية,140,9,0,0,149
2022,1,مكتب منطقة حائل,إصلاح وتركيب الآلات والمعدات,28,2,0,0,30
2022,1,مكتب منطقة حائل,أنشطة أنتاج الأفلام والبرامج التلفزيونية والتسجيلات الصوتية و نشرالموسيقى,8,0,0,0,8
2022,1,مكتب منطقة حائل,أنشطة الأمن والتحقيقات,4,1,0,0,5
2022,1,مكتب منطقة حائل,أنشطة الاستخدام,11,3,0,0,14
2022,1,مكتب منطقة حائل,أنشطة الاسر المعيشية التي تستخدم أفراداً للعمل المنزلي,1,0,0,0,1
2022,1,مكتب منطقة حائل,أنشطة البرمجة الحاسوبية والخبرة الاستشارية وما يتصل بها من أنشطة,6,4,0,0,10
2022,1,مكتب منطقة حائل,أنشطة البريد ونقل الرسائل والطرود بواسطة مندوبين,2,1,0,0,3
2022,1,مكتب منطقة حائل,أنشطة التشييد المتخصصة,1208,178,2,0,1388
2022,1,مكتب منطقة حائل,أنشطة الخدمات الشخصية الأخرى,792,71,1,0,864
2022,1,مكتب منطقة حائل,أنشطة الخدمات المالية ، فيما عدا تمويل التأمين وصناديق المعاشات,25,2,0,0,27
2022,1,مكتب منطقة حائل,أنشطة العمل الاجتماعي، دون إقامة، لكبار السن وذوي الإعاقة,40,21,0,0,61
2022,1,مكتب منطقة حائل,أنشطة المعمارية والهندسية ، والاختبارات الفنية والتحليل,66,16,1,0,83
2022,1,مكتب منطقة حائل,أنشطة المكاتب الرئيسية ، وألأنشطة الاستشارية في مجال الإدارة,21,2,0,0,23
2022,1,مكتب منطقة حائل,أنشطة المكتبات ودور المحفوظات، والمتاحف والأنشطة الثقافية الأخرى,7,2,0,0,9
2022,1,مكتب منطقة حائل,أنشطة المنظمات ذات العضوية,27,4,0,0,31
2022,1,مكتب منطقة حائل,أنشطة النشر,37,0,0,0,37
2022,1,مكتب منطقة حائل,أنشطة تقديم الخدمات للمباني وتجميل المواقع,359,55,8,1,423
2022,1,مكتب منطقة حائل,أنشطة جمع النفايات ومعالجتها وتصريفها ، واسترجاع المواد,3,0,0,0,3
2022,1,مكتب منطقة حائل,أنشطة خدمات الأطعمة والمشروبات,1647,293,18,1,1959
2022,1,مكتب منطقة حائل,أنشطة خدمات المعلومات,9,0,0,0,9
2022,1,مكتب منطقة حائل,أنشطة خدمات دعم التعدين,8,3,0,0,11
2022,1,مكتب منطقة حائل,أنشطة زراعة المحاصيل والإنتاج الحيواني والصيد والخدمات المتصلة,1316,49,6,1,1372
2022,1,مكتب منطقة حائل,الإدارة العامة والدفاع ؛ والضمان الاجتماعي الإلزامي,16,8,0,0,24
2022,1,مكتب منطقة حائل,الإقامة,69,20,1,0,90
2022,1,مكتب منطقة حائل,الأنشطة الإبداعية والفنون وأنشطة الترفيه,2,1,0,0,3
2022,1,مكتب منطقة حائل,الأنشطة الأخرى للتعدين واستغلال المحاجر,29,4,0,0,33
2022,1,مكتب منطقة حائل,الأنشطة الإدارية للمكاتب ، وأنشطة الدعم للمكاتب وغير ذلك من أنشطة الدعم للأعمال,53,5,0,0,58
2022,1,مكتب منطقة حائل,الأنشطة الإيجارية,840,38,1,0,879
2022,1,مكتب منطقة حائل,الأنشطة البيطرية,4,0,1,0,5
2022,1,مكتب منطقة حائل,الأنشطة الرياضية وأنشطة التسلية والترفيه,45,19,0,0,64
2022,1,مكتب منطقة حائل,الأنشطة العقارية,70,8,0,0,78
2022,1,مكتب منطقة حائل,الأنشطة القانونية وأنشطة المحاسبة,7,3,0,0,10
2022,1,مكتب منطقة حائل,الأنشطة المهنية والعلمية والتقنية الأخرى,15,0,1,0,16
2022,1,مكتب منطقة حائل,الاتصالات,27,2,0,0,29
2022,1,مكتب منطقة حائل,التخزين وأنشطة الدعم للنقل,68,14,0,0,82
2022,1,مكتب منطقة حائل,التعليم,32,27,4,0,63
2022,1,مكتب منطقة حائل,الحراجة وقطع الأخشاب,2,0,0,0,2
2022,1,مكتب منطقة حائل,الرعاية مع الإقامة,11,3,0,0,14
2022,1,مكتب منطقة حائل,الصحة البشرية,42,57,16,2,117
2022,1,مكتب منطقة حائل,الصرف الصحي,2,0,0,0,2
2022,1,مكتب منطقة حائل,الصناعة التحويلية الأخرى,12,1,0,0,13
2022,1,مكتب منطقة حائل,الطباعة واستنساخ وسائط الأعلام المسجّلة,43,7,0,0,50
2022,1,مكتب منطقة حائل,النقل البري و النقل عبر الأنابيب,503,39,2,0,544
2022,1,مكتب منطقة حائل,النقل الجوي,22,6,0,0,28
2022,1,مكتب منطقة حائل,النقل المائي,3,0,0,0,3
2022,1,مكتب منطقة حائل,الهندسة المدنية,14,6,1,0,21
2022,1,مكتب منطقة حائل,تجارة التجزئة، باستثناء المركبات ذات المحركات والدراجات النارية,1626,290,16,0,1932
2022,1,مكتب منطقة حائل,تجارة الجملة ، باستثناء المركبات ذات المحركات والدراجات النارية,490,99,8,2,599
2022,1,مكتب منطقة حائل,تجارة الجملة والتجزئة ، وإصلاح المركبات ذات المحركات والدراجات النارية,796,148,2,0,946
2022,1,مكتب منطقة حائل,تجميع المياه ومعالجتها وتوصيلها,18,2,1,0,21
2022,1,مكتب منطقة حائل,تشييد المباني,2857,588,58,8,3511
2022,1,مكتب منطقة حائل,تعدين الفحم والليغنيت,2,0,0,0,2
2022,1,مكتب منطقة حائل,تعدين ركازات الفلزات,5,0,0,0,5
2022,1,مكتب منطقة حائل,تمويل التأمين وإعادة التأمين وصناديق المعاشات التقاعدية باستثناء الضمان الاجتماعي الإلزامي,1,0,0,0,1
2022,1,مكتب منطقة حائل,توصيل الكهرباء والغاز والبخار وتكييف الهواء,15,5,2,0,22
2022,1,مكتب منطقة حائل,صناعة الآلات والمعدات غير المصنفة في موضع أخر,23,3,0,0,26
2022,1,مكتب منطقة حائل,صناعة المركبات ذات المحركات والمركبات المقطورة ونصف المقطورة,38,3,0,0,41
2022,1,مكتب منطقة حائل,صناعة معدات النقل الأخرى,5,0,0,0,5
2022,1,مكتب منطقة حائل,صنع الأثاث,131,23,0,0,154
2022,1,مكتب منطقة حائل,صنع الحواسيب والمنتجات الإلكترونية والبصرية,36,4,0,0,40
2022,1,مكتب منطقة حائل,صُنع الخشب ومنتجات الخشب والفلين ، باستثناء الأثاث ، صُنع أصناف من القش ومواد الضفر,61,8,1,0,70
2022,1,مكتب منطقة حائل,صنع الفلزات القاعدية,87,27,3,0,117
2022,1,مكتب منطقة حائل,صُنع المشروبات,7,7,0,0,14
2022,1,مكتب منطقة حائل,صنع المعدات الكهربائية,45,3,0,0,48
2022,1,مكتب منطقة حائل,صُنع الملبوسات,324,35,0,0,359
2022,1,مكتب منطقة حائل,صُنع المنتجات الجلدية والمنتجات ذات الصلة,6,2,0,0,8
2022,1,مكتب منطقة حائل,صنع المنتجات الصيدلانية الأساسية والمستحضرات الصيدلانية,3,0,0,0,3
2022,1,مكتب منطقة حائل,صُنع المنتجات الغذائية,200,35,7,0,242
2022,1,مكتب منطقة حائل,صُنع المنسوجات,53,22,0,0,75
2022,1,مكتب منطقة حائل,صُنع المواد الكيميائية والمنتجات الكيميائية,85,34,0,0,119
2022,1,مكتب منطقة حائل,صُنع الورق ومنتجات الورق,4,3,0,0,7
2022,1,مكتب منطقة حائل,صنع منتجات المطاط واللدائن,13,7,3,0,23
2022,1,مكتب منطقة حائل,صنع منتجات المعادن اللافلزية الأخرى,109,35,8,1,153
2022,1,مكتب منطقة حائل,صنع منتجات المعادن المشكلة ( باستثناء الآلات والمعدات ),114,37,0,0,151
2022,1,مكتب منطقة حائل,صيد الأسماك وتربية المائيات,32,0,0,0,32
2022,1,مكتب منطقة حائل,وكالات السفر ومشغّلو الجولات السياحية وخدمات الحجز والأنشطة المتصلة بها,10,1,0,0,11
2022,1,مكتب منطقة عسير,أبحاث الإعلان والسوق,42,2,0,0,44
2022,1,مكتب منطقة عسير,إصلاح أجهزة الحاسوب والسلع الشخصية والمنزلية,231,33,1,0,265
2022,1,مكتب منطقة عسير,إصلاح وتركيب الآلات والمعدات,66,3,1,0,70
2022,1,مكتب منطقة عسير,أنشطة أنتاج الأفلام والبرامج التلفزيونية والتسجيلات الصوتية و نشرالموسيقى,13,0,0,0,13
2022,1,مكتب منطقة عسير,أنشطة الأمن والتحقيقات,12,4,2,1,19
2022,1,مكتب منطقة عسير,أنشطة الاستخدام,42,7,0,1,50
2022,1,مكتب منطقة عسير,أنشطة البرمجة الحاسوبية والخبرة الاستشارية وما يتصل بها من أنشطة,18,6,0,0,24
2022,1,مكتب منطقة عسير,أنشطة البرمجة والإذاعة,7,3,0,0,10
2022,1,مكتب منطقة عسير,أنشطة البريد ونقل الرسائل والطرود بواسطة مندوبين,7,2,0,0,9
2022,1,مكتب منطقة عسير,أنشطة التشييد المتخصصة,1858,262,10,1,2131
2022,1,مكتب منطقة عسير,أنشطة الخدمات الشخصية الأخرى,1246,122,3,0,1371
2022,1,مكتب منطقة عسير,أنشطة الخدمات المالية ، فيما عدا تمويل التأمين وصناديق المعاشات,20,1,0,0,21
2022,1,مكتب منطقة عسير,أنشطة العمل الاجتماعي، دون إقامة، لكبار السن وذوي الإعاقة,49,42,5,0,96
2022,1,مكتب منطقة عسير,أنشطة المعمارية والهندسية ، والاختبارات الفنية والتحليل,120,45,3,1,169
2022,1,مكتب منطقة عسير,أنشطة المكاتب الرئيسية ، وألأنشطة الاستشارية في مجال الإدارة,24,2,1,0,27
2022,1,مكتب منطقة عسير,أنشطة المكتبات ودور المحفوظات، والمتاحف والأنشطة الثقافية الأخرى,31,18,1,0,50
2022,1,مكتب منطقة عسير,أنشطة المنظمات ذات العضوية,24,6,0,0,30
2022,1,مكتب منطقة عسير,أنشطة النشر,16,1,1,0,18
2022,1,مكتب منطقة عسير,أنشطة تقديم الخدمات للمباني وتجميل المواقع,433,72,5,2,512
2022,1,مكتب منطقة عسير,أنشطة جمع النفايات ومعالجتها وتصريفها ، واسترجاع المواد,7,1,0,0,8
2022,1,مكتب منطقة عسير,أنشطة خدمات الأطعمة والمشروبات,3743,913,62,4,4722
2022,1,مكتب منطقة عسير,أنشطة خدمات المعلومات,19,3,0,0,22
2022,1,مكتب منطقة عسير,أنشطة خدمات دعم التعدين,25,5,1,0,31
2022,1,مكتب منطقة عسير,أنشطة زراعة المحاصيل والإنتاج الحيواني والصيد والخدمات المتصلة,1200,39,2,0,1241
2022,1,مكتب منطقة عسير,الإدارة العامة والدفاع ؛ والضمان الاجتماعي الإلزامي,12,13,1,0,26
2022,1,مكتب منطقة عسير,الإقامة,247,75,5,1,328
2022,1,مكتب منطقة عسير,الأنشطة الإبداعية والفنون وأنشطة الترفيه,3,0,0,0,3
2022,1,مكتب منطقة عسير,الأنشطة الأخرى للتعدين واستغلال المحاجر,18,5,0,0,23
2022,1,مكتب منطقة عسير,الأنشطة الإدارية للمكاتب ، وأنشطة الدعم للمكاتب وغير ذلك من أنشطة الدعم للأعمال,98,6,1,1,106
2022,1,مكتب منطقة عسير,الأنشطة الإيجارية,1044,71,2,1,1118
2022,1,مكتب منطقة عسير,الأنشطة البيطرية,10,6,2,0,18
2022,1,مكتب منطقة عسير,الأنشطة الرياضية وأنشطة التسلية والترفيه,85,32,0,0,117
2022,1,مكتب منطقة عسير,الأنشطة العقارية,110,20,1,0,131
2022,1,مكتب منطقة عسير,الأنشطة القانونية وأنشطة المحاسبة,28,4,0,0,32
2022,1,مكتب منطقة عسير,الأنشطة المساعدة لأنشطة الخدمات المالية وأنشطة التأمين,5,0,0,0,5
2022,1,مكتب منطقة عسير,الأنشطة المهنية والعلمية والتقنية الأخرى,30,4,2,0,36
2022,1,مكتب منطقة عسير,الأنشطة غير المتميزة لإنتاج السلع والخدمات التي تقوم بها الأسر المعيشية الخاصة لإستعمالها الخاص,1,0,0,0,1
2022,1,مكتب منطقة عسير,الاتصالات,24,2,0,0,26
2022,1,مكتب منطقة عسير,التخزين وأنشطة الدعم للنقل,90,27,3,0,120
2022,1,مكتب منطقة عسير,التعليم,37,38,13,1,89
2022,1,مكتب منطقة عسير,الرعاية مع الإقامة,13,3,0,0,16
2022,1,مكتب منطقة عسير,الصحة البشرية,68,96,37,6,207
2022,1,مكتب منطقة عسير,الصرف الصحي,1,2,1,0,4
2022,1,مكتب منطقة عسير,الصناعة التحويلية الأخرى,24,12,1,0,37
2022,1,مكتب منطقة عسير,الطباعة واستنساخ وسائط الأعلام المسجّلة,32,13,1,0,46
2022,1,مكتب منطقة عسير,النقل البري و النقل عبر الأنابيب,1271,161,6,2,1440
2022,1,مكتب منطقة عسير,النقل الجوي,13,1,0,0,14
2022,1,مكتب منطقة عسير,النقل المائي,11,0,0,0,11
2022,1,مكتب منطقة عسير,الهندسة المدنية,36,10,2,0,48
2022,1,مكتب منطقة عسير,تجارة التجزئة، باستثناء المركبات ذات المحركات والدراجات النارية,3877,706,47,4,4634
2022,1,مكتب منطقة عسير,تجارة الجملة ، باستثناء المركبات ذات المحركات والدراجات النارية,1059,250,19,3,1331
2022,1,مكتب منطقة عسير,تجارة الجملة والتجزئة ، وإصلاح المركبات ذات المحركات والدراجات النارية,1750,360,12,0,2122
2022,1,مكتب منطقة عسير,تجميع المياه ومعالجتها وتوصيلها,103,27,0,0,130
2022,1,مكتب منطقة عسير,تشييد المباني,5955,1386,115,17,7473
2022,1,مكتب منطقة عسير,تعدين ركازات الفلزات,89,17,0,0,106
2022,1,مكتب منطقة عسير,تمويل التأمين وإعادة التأمين وصناديق المعاشات التقاعدية باستثناء الضمان الاجتماعي الإلزامي,2,2,1,0,5
2022,1,مكتب منطقة عسير,توصيل الكهرباء والغاز والبخار وتكييف الهواء,9,8,1,1,19
2022,1,مكتب منطقة عسير,صناعة الآلات والمعدات غير المصنفة في موضع أخر,39,6,0,0,45
2022,1,مكتب منطقة عسير,صناعة المركبات ذات المحركات والمركبات المقطورة ونصف المقطورة,38,4,1,0,43
2022,1,مكتب منطقة عسير,صناعة معدات النقل الأخرى,8,1,0,0,9
2022,1,مكتب منطقة عسير,صنع الأثاث,238,30,0,0,268
2022,1,مكتب منطقة عسير,صنع الحواسيب والمنتجات الإلكترونية والبصرية,64,21,0,0,85
2022,1,مكتب منطقة عسير,صُنع الخشب ومنتجات الخشب والفلين ، باستثناء الأثاث ، صُنع أصناف من القش ومواد الضفر,247,57,1,0,305
2022,1,مكتب منطقة عسير,صنع الفلزات القاعدية,110,31,0,0,141
2022,1,مكتب منطقة عسير,صُنع المشروبات,22,8,1,0,31
2022,1,مكتب منطقة عسير,صنع المعدات الكهربائية,49,10,0,0,59
2022,1,مكتب منطقة عسير,صُنع الملبوسات,543,57,1,0,601
2022,1,مكتب منطقة عسير,صُنع المنتجات الجلدية والمنتجات ذات الصلة,10,3,0,0,13
2022,1,مكتب منطقة عسير,صنع المنتجات الصيدلانية الأساسية والمستحضرات الصيدلانية,2,1,0,0,3
2022,1,مكتب منطقة عسير,صُنع المنتجات الغذائية,338,109,10,1,458
2022,1,مكتب منطقة عسير,صُنع المنسوجات,38,11,2,0,51
2022,1,مكتب منطقة عسير,صُنع المواد الكيميائية والمنتجات الكيميائية,49,22,5,0,76
2022,1,مكتب منطقة عسير,صُنع الورق ومنتجات الورق,8,4,1,0,13
2022,1,مكتب منطقة عسير,صنع فحم الكوك والمنتجات النفطية المكررة,2,0,0,0,2
2022,1,مكتب منطقة عسير,صُنع منتجات التبغ,1,0,0,0,1
2022,1,مكتب منطقة عسير,صنع منتجات المطاط واللدائن,35,12,2,1,50
2022,1,مكتب منطقة عسير,صنع منتجات المعادن اللافلزية الأخرى,155,86,17,2,260
2022,1,مكتب منطقة عسير,صنع منتجات المعادن المشكلة ( باستثناء الآلات والمعدات ),363,33,3,0,399
2022,1,مكتب منطقة عسير,صيد الأسماك وتربية المائيات,83,16,0,0,99
2022,1,مكتب منطقة عسير,وكالات السفر ومشغّلو الجولات السياحية وخدمات الحجز والأنشطة المتصلة بها,19,5,0,0,24
2022,1,مكتب منطقة مكة المكرمة/جدة,أبحاث الإعلان والسوق,258,43,1,0,302
2022,1,مكتب منطقة مكة المكرمة/جدة,إصلاح أجهزة الحاسوب والسلع الشخصية والمنزلية,511,86,7,1,605
2022,1,مكتب منطقة مكة المكرمة/جدة,إصلاح وتركيب الآلات والمعدات,241,51,13,1,306
2022,1,مكتب منطقة مكة المكرمة/جدة,أنشطة أنتاج الأفلام والبرامج التلفزيونية والتسجيلات الصوتية و نشرالموسيقى,102,21,0,0,123
2022,1,مكتب منطقة مكة المكرمة/جدة,أنشطة الأمن والتحقيقات,38,20,8,3,69
2022,1,مكتب منطقة مكة المكرمة/جدة,أنشطة الاستخدام,147,28,5,3,183
2022,1,مكتب منطقة مكة المكرمة/جدة,أنشطة الاسر المعيشية التي تستخدم أفراداً للعمل المنزلي,8,0,0,0,8
2022,1,مكتب منطقة مكة المكرمة/جدة,أنشطة البرمجة الحاسوبية والخبرة الاستشارية وما يتصل بها من أنشطة,335,128,11,3,477
2022,1,مكتب منطقة مكة المكرمة/جدة,أنشطة البرمجة والإذاعة,3,2,0,0,5
2022,1,مكتب منطقة مكة المكرمة/جدة,أنشطة البريد ونقل الرسائل والطرود بواسطة مندوبين,29,4,0,0,33
2022,1,مكتب منطقة مكة المكرمة/جدة,أنشطة التشييد المتخصصة,5552,1745,132,23,7452
2022,1,مكتب منطقة مكة المكرمة/جدة,أنشطة الخدمات الشخصية الأخرى,3267,523,32,4,3826
2022,1,مكتب منطقة مكة المكرمة/جدة,أنشطة الخدمات المالية ، فيما عدا تمويل التأمين وصناديق المعاشات,90,32,6,2,130
2022,1,مكتب منطقة مكة المكرمة/جدة,أنشطة العمل الاجتماعي، دون إقامة، لكبار السن وذوي الإعاقة,138,133,13,0,284
2022,1,مكتب منطقة مكة المكرمة/جدة,أنشطة المعالجة وخدمات إدارة النفايات الأخرى,3,2,0,0,5
2022,1,مكتب منطقة مكة المكرمة/جدة,أنشطة المعمارية والهندسية ، والاختبارات الفنية والتحليل,398,238,19,6,661
2022,1,مكتب منطقة مكة المكرمة/جدة,أنشطة المكاتب الرئيسية ، وألأنشطة الاستشارية في مجال الإدارة,354,171,3,0,528
2022,1,مكتب منطقة مكة المكرمة/جدة,أنشطة المكتبات ودور المحفوظات، والمتاحف والأنشطة الثقافية الأخرى,63,44,3,1,111
2022,1,مكتب منطقة مكة المكرمة/جدة,أنشطة المنظمات الدولية,1,1,1,0,3
2022,1,مكتب منطقة مكة المكرمة/جدة,أنشطة المنظمات ذات العضوية,34,13,0,0,47
2022,1,مكتب منطقة مكة المكرمة/جدة,أنشطة النشر,90,19,3,0,112
2022,1,مكتب منطقة مكة المكرمة/جدة,أنشطة تقديم الخدمات للمباني وتجميل المواقع,1902,854,84,33,2873
2022,1,مكتب منطقة مكة المكرمة/جدة,أنشطة جمع النفايات ومعالجتها وتصريفها ، واسترجاع المواد,29,9,2,0,40
2022,1,مكتب منطقة مكة المكرمة/جدة,أنشطة خدمات الأطعمة والمشروبات,6381,1981,243,31,8636
2022,1,مكتب منطقة مكة المكرمة/جدة,أنشطة خدمات المعلومات,119,39,4,0,162
2022,1,مكتب منطقة مكة المكرمة/جدة,أنشطة خدمات دعم التعدين,40,22,5,5,72
2022,1,مكتب منطقة مكة المكرمة/جدة,أنشطة زراعة المحاصيل والإنتاج الحيواني والصيد والخدمات المتصلة,583,89,8,2,682
2022,1,مكتب منطقة مكة المكرمة/جدة,استخراج النفط الخام والغاز الطبيعي,2,0,0,0,2
2022,1,مكتب منطقة مكة المكرمة/جدة,الإدارة العامة والدفاع ؛ والضمان الاجتماعي الإلزامي,284,153,17,2,456
2022,1,مكتب منطقة مكة المكرمة/جدة,الإقامة,394,305,37,6,742
2022,1,مكتب منطقة مكة المكرمة/جدة,الأنشطة الإبداعية والفنون وأنشطة الترفيه,62,14,1,0,77
2022,1,مكتب منطقة مكة المكرمة/جدة,الأنشطة الأخرى للتعدين واستغلال المحاجر,54,17,4,2,77
2022,1,مكتب منطقة مكة المكرمة/جدة,الأنشطة الإدارية للمكاتب ، وأنشطة الدعم للمكاتب وغير ذلك من أنشطة الدعم للأعمال,551,62,9,0,622
2022,1,مكتب منطقة مكة المكرمة/جدة,الأنشطة الإيجارية,1128,144,14,3,1289
2022,1,مكتب منطقة مكة المكرمة/جدة,الأنشطة البيطرية,23,17,3,0,43
2022,1,مكتب منطقة مكة المكرمة/جدة,الأنشطة الرياضية وأنشطة التسلية والترفيه,290,100,10,1,401
2022,1,مكتب منطقة مكة المكرمة/جدة,الأنشطة العقارية,677,219,33,1,930
2022,1,مكتب منطقة مكة المكرمة/جدة,الأنشطة القانونية وأنشطة المحاسبة,262,96,7,1,366
2022,1,مكتب منطقة مكة المكرمة/جدة,الأنشطة المساعدة لأنشطة الخدمات المالية وأنشطة التأمين,25,17,7,0,49
2022,1,مكتب منطقة مكة المكرمة/جدة,الأنشطة المهنية والعلمية والتقنية الأخرى,206,28,1,0,235
2022,1,مكتب منطقة مكة المكرمة/جدة,الأنشطة غير المتميزة لإنتاج السلع والخدمات التي تقوم بها الأسر المعيشية الخاصة لإستعمالها الخاص,2,0,0,0,2
2022,1,مكتب منطقة مكة المكرمة/جدة,الاتصالات,144,47,4,0,195
2022,1,مكتب منطقة مكة المكرمة/جدة,البحث والتطوير في المجال العلمي,13,4,2,0,19
2022,1,مكتب منطقة مكة المكرمة/جدة,التخزين وأنشطة الدعم للنقل,425,195,43,11,674
2022,1,مكتب منطقة مكة المكرمة/جدة,التعليم,244,272,89,14,619
2022,1,مكتب منطقة مكة المكرمة/جدة,الحراجة وقطع الأخشاب,5,0,0,1,6
2022,1,مكتب منطقة مكة المكرمة/جدة,الرعاية مع الإقامة,11,11,0,0,22
2022,1,مكتب منطقة مكة المكرمة/جدة,الصحة البشرية,256,365,128,32,781
2022,1,مكتب منطقة مكة المكرمة/جدة,الصرف الصحي,11,14,2,1,28
2022,1,مكتب منطقة مكة المكرمة/جدة,الصناعة التحويلية الأخرى,97,82,8,3,190
2022,1,مكتب منطقة مكة المكرمة/جدة,الطباعة واستنساخ وسائط الأعلام المسجّلة,202,133,26,2,363
2022,1,مكتب منطقة مكة المكرمة/جدة,النقل البري و النقل عبر الأنابيب,1335,377,57,12,1781
2022,1,مكتب منطقة مكة المكرمة/جدة,النقل الجوي,45,51,18,10,124
2022,1,مكتب منطقة مكة المكرمة/جدة,النقل المائي,72,38,10,4,124
2022,1,مكتب منطقة مكة المكرمة/جدة,الهندسة المدنية,98,38,14,1,151
2022,1,مكتب منطقة مكة المكرمة/جدة,تجارة التجزئة، باستثناء المركبات ذات المحركات والدراجات النارية,11216,3099,281,67,14663
2022,1,مكتب منطقة مكة المكرمة/جدة,تجارة الجملة ، باستثناء المركبات ذات المحركات والدراجات النارية,8915,4528,482,90,14015
2022,1,مكتب منطقة مكة المكرمة/جدة,تجارة الجملة والتجزئة ، وإصلاح المركبات ذات المحركات والدراجات النارية,3282,831,57,19,4189
2022,1,مكتب منطقة مكة المكرمة/جدة,تجميع المياه ومعالجتها وتوصيلها,59,26,2,3,90
2022,1,مكتب منطقة مكة المكرمة/جدة,تشييد المباني,8372,3235,403,108,12118
2022,1,مكتب منطقة مكة المكرمة/جدة,تعدين الفحم والليغنيت,7,2,0,0,9
2022,1,مكتب منطقة مكة المكرمة/جدة,تعدين ركازات الفلزات,33,15,6,3,57
2022,1,مكتب منطقة مكة المكرمة/جدة,تمويل التأمين وإعادة التأمين وصناديق المعاشات التقاعدية باستثناء الضمان الاجتماعي الإلزامي,8,27,9,4,48
2022,1,مكتب منطقة مكة المكرمة/جدة,توصيل الكهرباء والغاز والبخار وتكييف الهواء,48,30,12,7,97
2022,1,مكتب منطقة مكة المكرمة/جدة,صناعة الآلات والمعدات غير المصنفة في موضع أخر,72,21,7,1,101
2022,1,مكتب منطقة مكة المكرمة/جدة,صناعة المركبات ذات المحركات والمركبات المقطورة ونصف المقطورة,70,28,6,0,104
2022,1,مكتب منطقة مكة المكرمة/جدة,صناعة معدات النقل الأخرى,58,20,2,2,82
2022,1,مكتب منطقة مكة المكرمة/جدة,صنع الأثاث,238,105,21,2,366
2022,1,مكتب منطقة مكة المكرمة/جدة,صنع الحواسيب والمنتجات الإلكترونية والبصرية,133,68,17,2,220
2022,1,مكتب منطقة مكة المكرمة/جدة,صُنع الخشب ومنتجات الخشب والفلين ، باستثناء الأثاث ، صُنع أصناف من القش ومواد الضفر,253,67,17,3,340
2022,1,مكتب منطقة مكة المكرمة/جدة,صنع الفلزات القاعدية,102,110,37,7,256
2022,1,مكتب منطقة مكة المكرمة/جدة,صُنع المشروبات,60,43,12,6,121
2022,1,مكتب منطقة مكة المكرمة/جدة,صنع المعدات الكهربائية,150,73,11,2,236
2022,1,مكتب منطقة مكة المكرمة/جدة,صُنع الملبوسات,1052,186,13,2,1253
2022,1,مكتب منطقة مكة المكرمة/جدة,صُنع المنتجات الجلدية والمنتجات ذات الصلة,14,10,2,0,26
2022,1,مكتب منطقة مكة المكرمة/جدة,صنع المنتجات الصيدلانية الأساسية والمستحضرات الصيدلانية,13,11,7,1,32
2022,1,مكتب منطقة مكة المكرمة/جدة,صُنع المنتجات الغذائية,730,387,66,23,1206
2022,1,مكتب منطقة مكة المكرمة/جدة,صُنع المنسوجات,81,37,15,2,135
2022,1,مكتب منطقة مكة المكرمة/جدة,صُنع المواد الكيميائية والمنتجات الكيميائية,216,137,37,4,394
2022,1,مكتب منطقة مكة المكرمة/جدة,صُنع الورق ومنتجات الورق,38,46,12,5,101
2022,1,مكتب منطقة مكة المكرمة/جدة,صنع فحم الكوك والمنتجات النفطية المكررة,11,14,3,0,28
2022,1,مكتب منطقة مكة المكرمة/جدة,صُنع منتجات التبغ,5,3,0,0,8
2022,1,مكتب منطقة مكة المكرمة/جدة,صنع منتجات المطاط واللدائن,85,107,49,9,250
2022,1,مكتب منطقة مكة المكرمة/جدة,صنع منتجات المعادن اللافلزية الأخرى,160,97,31,13,301
2022,1,مكتب منطقة مكة المكرمة/جدة,صنع منتجات المعادن المشكلة ( باستثناء الآلات والمعدات ),315,116,40,8,479
2022,1,مكتب منطقة مكة المكرمة/جدة,صيد الأسماك وتربية المائيات,196,57,0,0,253
2022,1,مكتب منطقة مكة المكرمة/جدة,وكالات السفر ومشغّلو الجولات السياحية وخدمات الحجز والأنشطة المتصلة بها,175,89,8,0,272
2022,1,مكتب منطقة نجران,أبحاث الإعلان والسوق,11,2,0,0,13
2022,1,مكتب منطقة نجران,إصلاح أجهزة الحاسوب والسلع الشخصية والمنزلية,68,6,0,0,74
2022,1,مكتب منطقة نجران,إصلاح وتركيب الآلات والمعدات,41,5,0,1,47
2022,1,مكتب منطقة نجران,أنشطة أنتاج الأفلام والبرامج التلفزيونية والتسجيلات الصوتية و نشرالموسيقى,2,0,0,0,2
